ID,Title,Bias
99914,How Trump Is Breaking McConnells Once Congenial Republican Majority,Neutral
99970, Republicans In Congress Are Moving To Crack Down On Class-Action Lawsuits,Right
100028," Republicans And Democrats Are Blasting The ""Dumb On Crime"" Sessions Order For Tougher Sentencing",Neutral
100080, House Republicans Flub Their First Day Back,Left
100081, House Republicans Wont Say Theyll Open A New Investigation Into Russian Hacking,Left
100116," After That Health Care Fail, Its Not Clear If Republicans Can Govern",Left
100275,Democrats Hope This 30-Year-Old Can Win A Republican House Seat In Georgia,Left
100300," Republican, Democratic Senators Demand Inquiry Into Russian Election Interference",Neutral
100312, Heres What Is Actually True And False About The Republicans Health Care Plan,Neutral
100373, Republicans Arent That Scared Of Donald Trumps Threats Yet,Right
100378, University Officials Are Investigating After College Republicans Passed Out An Anti-Semitic Valentines Day Card,Left
100405, Republicans Arent Saying Much About Trumps Immigration Ban Yet,Left
100573, Republicans Just Barely Won The First Post-Trump Congressional Election,Left
100626, Conservative Republican Justin Amash Signs On To Bill For An Independent Russia Investigation,Right
100628, House Republicans Abruptly Abandon Effort To Gut Ethics Watchdog,Right
100641, The Republican-Democrat Divide Extends To Hats And Prepaid Cellphones,Neutral
100644, This Is How Gay Republicans Partied After Donald Trumps Inauguration,Right
100761," Republicans Want To Keep Popular Parts Of Obamacare, Despite Votes Against Them",Left
100812, Republicans Want The EPA To Investigate Employees Using Encryption,Right
100830, Already Wary Republican Senators Are Worried About Their Partys Health Care Bill,Left
100866, Pence Promises House Republicans Trump Will Fulfill Campaign Promises On Day One,Right
100884, A Woman Said She Pursued Her Republican Congressman Because Her Daughter Has A Pre-Existing Condition,Right
100927,Republicans Walk Away From Jan. 27 Target To Repeal Obamacare,Left
100935, Critics Say A Republican Bill Would Open The Door To Genetic Discrimination,Left
101021, Trump Criticized Republicans Surprise Move To Gut Ethics Watchdog,Left
101052, Paul Ryans Spokeswoman Made An Incredibly Misleading Claim About The Republican Health Care Bill,Left
101171," Republicans Say A Deal To Repeal Obamacare Can Still ""Rise From The Dead""",Right
101194, Republicans Just Voted To Permanently Prevent Federal Funding For Abortions,Right
101255, Republicans Are Moving To Get Rid Of Rules That Limit Overdraft Fees,Right
101364, How Two “Safe” Republican Seats Turned Into The First Big Tests Of Trumps Republican Party,Left
101373, House Conservatives Craft Plan To Change The Republican Health Care Bill,Left
101481, Democrats Say They Wont Help Republicans Craft Obamacare Replacement,Left
101539, Trump Gives Republicans An Ultimatum On Health Care Bill: Vote Or Were Done,Right
101560,"After 27 Hours Of Increasingly Loopy Debate, Republicans Barely Changed Their Health Care Bill",Left
101629," Republican Chairman Wants To Know If Trumps ""Winter White House"" Is Actually Secure",Left
101687, Republicans Are Moving To Scrap Rules That Limit Overdraft Fees,Neutral
101735, Republican Chairman Says Sean Spicer Should Stay “In His Lane” On Health Care Bill,Left
101738, Hundreds Of Angry Residents Take On Republican Congressman Over Health Care,Left
102093, Republicans Are Calling For Independent Investigations Into Russia After Trump Fired The FBI Director,Right
102094, A Woman Allegedly Tried To Run A Republican Congressman Off The Road Over His Vote To Repeal Obamacare,Right
102099, Republicans In Congress Want To Crack Down On Class-Action Lawsuits,Left
102170, Heres Why Republicans Are Confident Neil Gorsuch Will Be On The Supreme Court,Right
102251, House Republicans Are Going On A Two Week Break Without Finishing Some Of Their Big To-Do Items,Left
102300, Republican Senator Blames Health Care Criticism On The Public Wanting “To Take Every Dime They Can”,Left
102449, Republicans Try And Navigate Tense Town Halls,Left
102514, A Republican Lawmaker Wants To Turn In Students Who Dont Speak English To Save Money,Right
102774, Moderate Republicans Pitch Plan To Let States Keep Obamacare,Left
102814, The Republican Obamacare Replacement Bill Is Back. But Maybe For Real This Time,Left
102850, Top Trump Civil Rights Official Is An Expert At Defending Republican Redistricting,Right
102907," Republican Says Flynn Will Likely Have To Testify Before Congress, As Others Want To Move On",Left
102981, Live Updates: Top Republican Requests Review Of Trumps Firing Of FBI Director,Left
102999, Trump Warns Republicans About Botching Obamacare Repeal Ahead Of Climactic Vote,Right
103024," After Promising For Years To Repeal Obamacare, Republicans Have To Explain Why They Havent Yet",Left
103089, The Republican Effort To Scrap Rules On Prepaid Debit Cards Has Failed,Left
103121, Republican Divide On Obamacare Grows As Freedom Caucus Calls For Rapid Repeal,Right
103145, Outdoor Companies Are In A Fierce Battle With Republicans Over Obamas National Monuments,Left
103148, “Things Jesus Never Said” Is Trending After House Republicans Passed Their Health Care Plan,Left
103184," As Many Republicans Avoid Testy Town Halls, Mark Sanford Hosts A Marathon Event With Protesters",Right
103186, John Kasich Sounds Like Hes Over The Republican Party,Left
103464, How A New Hampshire Republican Is Trying To Survive A Trump Nightmare,Left
103622, Rand Paul Didnt Make The Cut For The Next Republican Debate,Left
103722, Republican Presidential Candidates Debate Tonight With Iowa Caucuses Looming,Neutral
103876, Republicans Cant Agree On How To Talk About The Bernie Sanders Surge,Left
103974, First Republican U.S. Senator Co-Sponsors LGBT Equality Act,Right
103988, Republican Frontrunner For Montana Governor Has An Extreme Anti-LGBT Past,Left
104069, Donald Trump Says He Will Skip Republican Debate,Neutral
104153,"In 2011, Trump Blasted Republicans For Being Too “Afraid” And Skipping A Debate",Left
104174, Heres Everything You Need To Know About The Republican Debate Without Trump,Left
104242, Gay Republicans Take Aim At Clintons Prior Marriage Equality Opposition In Web Ad,Right
104811, Republican Candidates Set To Debate After Trumps Rout In New Hampshire,Left
105172, Republicans Rush To Crown Marco Rubio The Anti-Trump Standard Bearer,Left
105288," Utah Senate Committee, Led By Republicans, Passes Bill To End The Death Penalty",Right
105294, Republicans Vow To Not Hold Hearings On Obamas Supreme Court Nominee,Right
105634, Republicans To Debate Tonight After Trumps Huge Super Tuesday Wins,Right
105664, Republican Combat Vet: Trump Is Openly Advocating War Crimes,Left
106560, Senate Republicans Signal Willingness To Accept Supreme Court Nominee Questionnaire,Right
107310, Democratic Louisiana Governor Rescinds Republican Predecessors Anti-Gay Order,Left
107929," Turning To The General, Clinton Makes Pitch To The “Thoughtful Republican”",Left
108000," Turning To The General, Clinton Makes Pitch To The “Thoughtful Republican”",Right
109463, Trumps Foreign Policy Is Foreign To The Republican Party,Left
110335, Republicans Arent Sure What Trumps Immigration Policy Is Either,Left
110396, “Battle Lines Are Forming” Within Republican Ranks Over Government Funding,Left
110711," Ted Cruz Is Picking A Big Fight Over The Internet, And Top Republicans Are Backing Him",Right
111193, Michigan Congressman Accuses Republicans Of Racism Over Flint Aid,Left
111230," Pro-Clinton Republicans Lament “Vulnerable,” “Low Civic Understanding” Trump Fans",Neutral
111248, Republicans Leave Town Without Punishing Democrats For Gun Control Sit-In,Left
111636, “Shame On You!”: Trump Supporters Clash With Republican Leaders,Neutral
111643," Heres The Long, Long, Long List Of Republicans Abandoning Trump",Left
112118, Former Republican Party Chairman Says He Wont Vote For Trump,Left
112586," With Faith In Omarosa, Black Republicans Gear For Place In ‘Most Diverse White House",Right
112672, Steve Bannon Who? Washington Republicans Say They “Dont Know” Trump Strategist,Neutral
113321, Republicans Shrug At Trumps Twitter Habit,Neutral
113383, Republicans Shrug At Trumps Twitter Habit,Left
113763," Republican, Democratic Senators Demand Inquiry Into Russian Election Interference",Neutral
113880, House Republicans Wont Say Theyll Open A New Investigation Into Russian Hacking,Left
113885, Republicans Suddenly Think The Economy Is Great Again,Left
114833,"Republicans, Resist the Temptation to Ideological Nostalgia",Neutral
114915,Why Republicans Lose the Narrative Battle: The Inspector-General Gambit,Left
114924,The Republican Health-Care Debate,Right
114940,The ‘Russia Hacked the Election Narrative Battle Continues—Are Republicans Paying Attention?,Left
115347,No Republicans Need Apply,Left
115364,"In West Virginia, a Rising Republican Star Threatens the Nations Most Vulnerable Democratic Senator",Right
115390,Republicans Shouldnt Go Back to Government-Guaranteed Student Loans,Left
115516,How Republicans Should Check Trump,Left
115684,Congressional Republicans Obamacare Replacement Wont Cut It,Left
115692,Constituents Give House Republicans an Earful about the New Health-Care Bill,Left
115701,Where Are the Republican Partys Leaders?,Left
115730,"In Replacing Obamacare, Republicans Face the Pottery Barn Rule",Left
115765,A Republican Reformer Tackles Poverty in California,Right
115789,Republicans Are Finding It Hard to Play Defense,Left
115905,The Republican Health-Care Crack-Up,Left
116117,Republicans Had Better Listen to Georgia Wake-Up Call,Left
116213,Do Close Special Elections Mean Republicans Are in Trouble?,Left
116334,"On Obamacare, Republicans Vastly Over-Promised",Left
116351,Its Time Republicans Abandoned the AHCA,Right
116353,Republicans Abandon Conservatism,Left
116584,Professor Banned Republican Club from Public Womens History Month Event,Left
116843,Will the Left Help Republicans Get Their Health-Care Mojo Back?,Right
116940,Georgias Special Election Has Republicans Worried,Left
116976,Trump Will Probably Be Impeached if Republicans Lose the House,Left
117027,Hes a Republican Now,Right
117128,The Republican Health-Care Mistake,Left
117136,What If Donald Trump Doesnt Sink the Republican Party?,Left
117154,"If Republicans Do Nothing against Obamacare, Their Voters Will Punish Them",Left
117158,Republicans Used to Put Ordinary Workers First—and They Should Again,Left
117236,Republicans Need a New Approach to Immigration,Left
117292,How the Republican Congress Expanded Guest-Worker Immigration,Right
117332,Negative Campaigning Breaks Out in Republican Race,Left
117359,How Should Republicans Address Poverty?,Neutral
117369,The State of the Union Ceremony Is a Breach of Small-R Republican Manners,Left
117371,Listening to Four Republican Candidates,Right
117391,Where is the Republican Establishment?,Neutral
117443,Republicans Have Overestimated the Conservatism of the Base,Left
117508,Republican Voters Need to Remember What Elections Are For,Left
117514,The Tea-Party Warriors Who Are Now ‘Establishment Republicans,Right
117525,Flint Is Not a Republican Scandal,Right
117527,"The Republicans May Be in Trouble, but Have You Seen the Democrats?",Right
117588,Republican Hemlock Society,Left
117730,Republican Debate Shows Where Comprehensive Immigration Is Headed: Nowhere,Left
117732,"With Obama in Power, the Republican Congress Is the Lame Duck",Left
117751,Republicans after Iowa,Left
117767,Demographics and the Iowa Republican Caucus Results,Neutral
117782,Conservatives Shouldnt Throw around the ‘Republican Obama Label Lightly,Left
117841,"Marco Rubio: Republican Dream, Democratic Nightmare",Right
117859,Republican Candidates Fall in Line with Social-Justice Warriors on Selective Service,Right
117870,No More Johns: New Hampshires ‘Moderate Republican Quagmire,Right
117911,Notes from a Republican-Watcher in South Carolina,Neutral
117915,Carly Fiorina: The Rare Republican Whose Bid for President Helped Her Party,Right
117948,Will Justice Scalias Passing Wake Up Republican Primary Voters?,Right
117993,Republicans Launch Sharp Attacks in South Carolina Debate,Left
118031,Republican Self-Sabotage,Left
118043,Republicans Shouldnt Fear a SCOTUS Fight,Right
118076,Trump Relishes Wrecking Republicans,Left
118094,Senate Republicans Dig In for SCOTUS Fight Despite Political Risks,Right
118106,"Marco Rubio, Tim Scott, and Nikki Haley: A Republican ‘Rainbow Coalition",Right
118163,Trump and the Rise of the Undocumented Republicans,Right
118201,The Death of Reagans Republican Party,Left
118204,The Rats Are Scurrying: Republican Officeholders Who Endorse Trump Are Sellouts,Left
118207,Nothing Will Redeem the Ruined Reputations of Trumps Republican Collaborators,Left
118220,On to Cleveland: The Republican Nomination Will Be Decided at the Convention,Neutral
118222,Gratuitous Hatred Is Destroying Republicans — Just as It Did the Ancient Israelites,Left
118229,"Opening America to the Future: The New Republican, Part II",Right
118233,"Arizona, Not Trump, Shows Republicans the Way on Immigration",Left
118249,Why Democrats Arent Democratic (and Republicans Shouldnt Be),Neutral
118270,The Republican Study Committees New Executive Director Gets to Work on the Budget Impasse,Right
118327,Republicans in Chaos,Left
118335,Will a Republican Majority Rally to Defeat Trump?,Neutral
118337,The Republican Establishments Desperate Tactics,Left
118344,Trumpism Is an Existential Threat to the Republican Party,Left
118353,Diagnosing the Republican Problem,Left
118474,When Will Obama Stop Blaming Republicans for His Failures?,Right
118508,Change or Die: Will the Republican Party Listen to the Voters or Fade Away?,Left
118529,The Republican Parties,Neutral
118567,The Pros and Cons of an Independent Republican Ticket,Right
118592,Meek Republicans Fail to Reform U.S. Air Travel,Left
118600,How Republicans Can Save the Environment,Right
118646,"Looking to November, House Republicans Distance Themselves from Trump",Left
118665,Anti-Trump Donors May Shift Money to Republican Senate Hopefuls,Left
118720,Reminder: Most Republicans Have Voted against Trump,Left
118791,Wisconsin Republicans Bid No Trump,Right
118903,"Women Really, Really Dislike Trump: Take Note, Republicans",Left
118958,When Republicans Shill for Democrats on Social Issues,Left
118992,What Will Republicans Learn from 2016?,Right
119051,Republicans Should Have Adopted Democrats Rules — and Vice Versa,Right
119120,Dear Republican Politician: Lets Talk about Donald Trump,Neutral
119149,The Republican Partys Coming Trumpian Disaster,Left
119154,Trumps Backtrackers: Republican Politicians Go Wobbly,Left
119180,"No, Most Republicans Arent for ‘Open Borders",Right
119201,Perry and Other Republicans Sell Their Souls to Trump,Left
119251,Why Dont Republicans Name the Enemy?,Left
119276,Can Austin Petersen Unite Disenfranchised Republicans?,Left
119395,Meet the Republican Traitors Who Sacrificed Womens Privacy by Supporting Obamas Transgender Edicts,Neutral
119434,Donald Trump Represents Republicans Baser Feelings,Left
119465,Why Republicans Should Be Worried,Left
119531,Is Donald Trump Doing to Republicans What Zachary Taylor Did to the Whigs?,Left
119538,Not a Single Republican Delegate Is ‘Bound to Donald Trump,Left
119572,Republicans Are Stuck with Donald Trump until November,Left
119635,Fueling a Future Republican Majority,Right
119656,"Dear Mr. Trump, This Is <I>My</i> Republican Party",Right
119685,The Self-Immolation of the Republican Party,Left
119753,"To Dump Trump, Republicans Should Withhold Their Cash",Neutral
120043,The Republican Industrial Complex Has Turned Missteps into Millions,Left
120053,Should Republicans Embrace a Grown-up Version of Trumpism?,Right
120060,The Fractured Republicans,Left
120065,"If Texas Goes Blue, Republicans Are Finished",Left
120120,Trump Reshapes the Republican Party,Right
120149,How the Medias History of Smearing Republicans Now Helps Trump,Right
120191,David Duke: A Question for Republicans,Right
120267,Harvard Republicans: Check Your Privilege,Neutral
120280,Republicans Race Democrats to Dig the Deeper Grave,Right
120343,How Republicans Feed the Beast of Political Correctness,Left
120357, Nevadas Joe Heck Aims to Keep the Senate Republican,Right
120358,Republicans — Not Just Trump — Are Wrong to Blame ISISs Rise on Obamas Iraq Policy,Left
120413,Will Trump Take Down Congressional Republicans?,Left
120523,"Republicans Hate Poverty, Not the Poor — And Their Innovative Anti-Poverty Programs Have the Results to Prove It",Right
120567,"In Floridas First District, a Millennial Republican Hopes to Shake Up Congress",Right
120995,"In the High Plains, a Republican Worth Voting For",Right
121074,"The Long, Ugly History of Republican-Targeting Anonymous Leaks",Left
121146,Blunt and Other Missouri Republicans Stand by Trump,Right
121167,The Agony of the Republicans,Left
121174,The Republican Crisis,Left
121278,Nevadas High-Stakes Senate Race Pits Reid against Republicans One Last Time,Left
121344,When Every GOP Presidential Nominee Is the <i>Worst Republican Ever</i>,Left
121369,Republican Senate Hopes May Rest with Wisconsins Ron Johnson,Neutral
121374,The Republican Party Needs to Revert to Nominating Republicans,Left
121399,Republicans Who Care about the Future of the Party Should Ask These Questions,Left
121423,"So Far, Trump Is Not Sinking Down-Ballot Republicans",Right
121430,Barbara Comstock: The New Face of the Republican Party,Right
121487,Never Trump Republicans: Spoilers or Saviors?,Left
121504,Republicans Gird for Post-Election Battle over RNC,Right
121547,The Next Republican Agenda,Right
121597,2016: The Demise of Small-r Republican Politics,Left
121602,What Will Republicans Do about Obamacare Now?,Right
121607,Republicans Hold the Senate on a Night that Defied the Odds,Neutral
121609,The Challenge for Republicans,Left
121613,How the New Republican Majority Can Succeed,Right
121671,Republicans Need to Repeal This Successor to Obamacare,Left
121676,Why Republicans Must Repeal Obamacares ‘Pre-existing Conditions Provisions,Right
121710,The New Republican Coalition,Right
121735,Can the Republican Party Keep Trump Democrats?,Right
121858,Republicans Should Say ‘No to Trumps Infrastructure Boondoggle,Left
121874,Bring Back That ‘Do-Nothing Republican Congress,Left
121886,Would Another Republican Have Defeated Hillary Clinton?,Left
122064,An Opportunity for Trump to Outperform Recent Republicans,Right
122073,Eight Priorities for Any Republican Plan to Replace Obamacare,Left
124184,Republicans stressing out over ‘TrumpCare,Left
124307,Senate Republicans block attempt to overturn Trumps immigration ban,Right
125166,Al Franken: ‘A few Republicans worried about Trumps mental health,Left
125603,The #Resistance is pushing Republicans to back Trump,Left
126310,Democrat calls himself a Republican in response to Trump speech,Right
127303,Why Trump may dump House Republicans,Left
127424,Key Republicans come around on ObamaCare replacement,Left
127739,Republicans dealt embarrassing setback in health care overhaul,Left
127802,House Republicans pull health care bill,Right
127831,"Now Republicans must move on Trumps ‘jobs, jobs, jobs agenda",Left
128091,How Republicans can regroup on health care,Right
128378,Trump ready to ditch Republicans on health care reform,Neutral
128384,Democrats and Republicans split over Gorsuch nomination forecast,Neutral
130227,How Republicans built their own ObamaCare trap,Left
130601,Paul Ryan says Republicans are on health care ‘rescue mission,Left
130976,Historically black university cancels Republican senators speech,Left
132401,Republicans question Trumps latest push for a travel ban,Neutral
134154,Republican committee trolls Nancy Pelosi with endorsement,Right
134855,Seems like Arizona Republicans cant wait to vote for Trump,Right
136139,George Will leaves Republican Party because of Trump,Left
136358,Welcome to the Republican civil war,Left
136714,Ted Cruz defends his diss as Republicans vow revenge,Right
137354,‘Never Trump Republicans are plotting against democracy itself,Right
137791,How the Republican Party earned a hostile takeover,Left
137961,Super PACs backing Republican Cruz buy $2.4 million in ads,Right
140465,Paul Ryan invites Trump to meet with Republican leaders,Neutral
140819,Republicans reveal plan for ObamaCare ‘transition period,Right
141298,Prominent Republican family split on presidential race,Left
141749,Republicans want another FBI probe on Hillary,Right
142086,Democratic ‘tracker fired for ‘stalking Republican candidate,Right
142551,Clinton woos former Republican secretaries of state,Right
142894,Kasich: Im the only Republican who can win the election,Right
143009,The battle for the Republican soul,Right
143702,Trump is a party of one after he declares war on Republicans,Left
143986,Republicans are practically handing Hillary the presidency,Right
144262,"Trump: If GOP drops me, ‘Ill stop funding the Republican Party",Neutral
144945,The joy of voting in the Democratic primary as a conservative Republican,Left
145356,"Republican rogues low-down, dumb reply to Trumps call for unity",Left
145449,Why is ‘the Republican Obama an insult?,Neutral
145550,New York Republicans actually take a stand,Right
145707,Republicans must not tolerate the violence of Greg Gianforte,Left
145711,The Republicans who are not totally enthusiastic about repealing Obamacare,Left
145781,"Healthcare backlash hits Republicans hard on generic ballot, polls find",Left
145798,Trump tells Republicans to use nuclear option to confirm supreme court pick,Left
146290,"Many call Trump a fascist. 100 days in, is he just a reactionary Republican?",Left
146339,"Republican healthcare plan: 24 million people could lose coverage, CBO reports",Left
146359,White House staffers tweet calling for primary challenge opens Republican rift,Left
146406,"James Comey: Democrat by birth, Republican by trade, thorn in the side of both",Neutral
146476,Remember when men and women could be friends? Republicans dont,Left
146566,Calling pregnant women hosts? Were in an anti-choice Republican dystopia,Left
146639,Republicans voice disdain after Trump tweets support for Julian Assange,Left
146904,Republicans call Trumps travel ban a self-inflicted wound,Left
147223,South Carolina Republican: scrap slave memorial if Confederate monument goes,Neutral
147248,The Republican healthcare bill: whats next in challenge to Obamacare?,Neutral
147262,Republicans rush to prevent health bills collapse after vote postponed,Left
147291,Club for Hollywood Republicans locked in dispute – caused in part by Trump,Neutral
147341,Republican lawmakers face town hall crowds fury during resistance recess,Left
147348,Republicans want to defund Planned Parenthood as part of Obamacare fight,Left
147446,NRA and Republicans find unlikely ally on rollback of gun control rule: science,Right
147547,Trumps promise for healthcare act contradicts Republicans proposal,Left
147666,"Republican healthcare bill heads to Senate, where it may undergo drastic changes",Left
147888,Republican hearing calls for a lower carbon pollution price. It should be much higher,Left
147941,Aide asks voters to unseat Republican congressman critical of Trump,Left
147967,The Resistance Now: activists say hell no to Republican healthcare bill,Left
148052,"Republicans move to sell off 3.3m acres of national land, sparking rallies",Left
148105,Steve Scalise: Republican wounded in baseball shooting is key figure in House,Right
148269,Republican health bill: Democrats pledge Senate standstill over secrecy,Right
148290,House Republicans plan Thursday vote on bill to repeal and replace Obamacare,Right
148306,Georgia special election is a test for the Republican brand in the Trump era,Right
148327,Republican candidate charged with assault after body-slamming Guardian reporter,Left
148352,The Republicans who care about climate change: They are done with the denial,Left
148391,Senate Republicans forced to delay vote on healthcare bill due to lack of support,Left
148456,House Republicans pass healthcare bill in first step toward replacing Obamacare,Left
148541,The wild west of wind: Republicans push Texas as unlikely green energy leader,Right
148738,House Republicans drop rule change gutting ethics watchdog,Left
148985,"Texas Republicans drew congressional districts on racial lines, judges find",Left
149499,"John Oliver on healthcare repeal chaos: Good luck fixing that, Republicans",Left
149532,Senators grill Janet Yellen on Republican plans to neuter Dodd-Frank Act,Left
149631,Senate Republican cracks down on TV reporters ability to ask questions,Left
149648,Nevada senator becomes fifth Republican to oppose healthcare bill,Left
149652,Republican elders call for new national carbon tax to replace federal regulations,Right
149729,Donald Trump makes last-ditch pitch to Republicans to back healthcare bill,Left
149864,Republican healthcare bill limps into recess with no vote in sight,Left
149919,Republican lawmakers reject calls for inquiry into Michael Flynns Russia links,Left
150059,Republicans look poised for three-part plan to repeal and replace Obamacare,Right
150292,Republicans plan to erase Obama legacy starts with chipping away at Obamacare,Left
150359,19 House Republicans call on their party to do something about climate change,Right
150444,"The Great Recession hurt millions. Now, Republicans want to risk a repeat",Left
150555,Republicans target environmental rules protecting parks and limiting methane,Left
150765,Paul Ryan urges Republicans to back travel ban despite anger over its rollout,Neutral
150778,Two Republican senators vow to oppose Betsy DeVos as education secretary,Left
150806,Shame on you: Republicans face crowds angry over Obamacare repeal,Left
150896,Republicans biggest white lie: that they represent the working class,Left
150984,House Freedom Caucus backs new Republican healthcare proposal,Right
151049,Top Republican was recorded suggesting that Putin pays Trump,Left
151139,Why do all the women on Fox News look and dress alike? Republicans prefer blondes,Left
151228,Republicans ready to dismantle Obamacare amid replacement concerns,Left
151652,Congress the next battle as Republicans drop support for Trump campaign,Left
151768,Republicans keep trying to block black votes. Thats why fair judges are crucial,Left
151799,"If George HW Bush votes against Trump, hell be in good Republican company",Left
151961,"'One week left' to pass Zika funding bill in US House, Democrats warn",Neutral
152329,Hack attack on Democrats is the future face of war,Right
152595,"I'm a Democrat, but I fear the elitism overtaking the party",Right
152819,'We were dealt a body blow': Democratic leaders on the future of their party,Right
153184,Democrats once represented the working class. Not any more,Right
153191,"Data program accessed in cyber-attack on Democrats, says Clinton campaign",Right
153291,Democratic Republic of the Congo 'faces civil war' if president fails to quit,Neutral
153603,Most Americans do not feel represented by Democrats or Republicans – survey,Neutral
153616,Democrats' hope for gun control reform: appeal to Trump's 'unpredictable' nature,Left
153910,Romania's Social Democrats easily win parliamentary elections,Neutral
154064,"Game of Thrones: Republicans hate it, Democrats love it – supposedly",Neutral
154175,Bernie Sanders and other progressives plot Democratic party comeback,Left
155721,The Democratic party lost its soul. It's time to win it back,Right
155794,"I am a Democrat in rural, red-state America. My party abandoned us",Right
155811,Strengthening Democratic party may mean cooperating with Donald Trump,Left
155858,Democrats begin fight against Trump: his election 'does not feel like America',Left
155931,Hillary Clinton named presidential nominee as Democrats make history,Left
156233,Five Democrats who could challenge Donald Trump in the 2020 election,Neutral
156248,Why do Democrats keep snubbing atheists? We help drive the party,Left
156728,"As Trump slips into red with Latinos, Democrats hope to turn Arizona blue",Neutral
156752,Virginia voter ID law upheld by federal court after Democratic challenge,Neutral
156855,Democrats must look to Nevada for hope – and lessons on how to win,Left
157036,"The Earth is flat, Trump is a Democrat … and other great conspiracy theories of 2016",Neutral
157108,North Carolina GOP strips some power from incoming Democratic governor,Right
157341,Jewish Democrats express doubts that US is ready for atheist president,Left
157664,Nancy Pelosi reports 'scores of obscene calls' after Democratic party hack,Right
158035,Loony for balloons: the Clintons delight in Democratic convention spectacle,Neutral
158048,Dozens die in Democratic Republic of Congo as violence spreads amid political instability,Neutral
158073,Arizona asks 'the unprecedented': could Democrats sweep the west?,Left
160699,Deal Or Disrupt? Congressional Democrats Weigh 2017 Choices,Neutral
160802,New Democratic Senate Leader Vows To Hold 'Donald Trump's Feet To The Fire',Left
160803,Bernie Sanders Says Trump Won Because Democrats Are Out Of Touch,Right
160815,Biden To Democrats Objecting To Electoral College Results: 'It Is Over',Neutral
160949,How Democrats Are Using Confirmation Hearings To Attack Trump,Left
161046,Democrats Rally In Dozens Of Cities To Oppose Obamacare Repeal,Left
161047,Democrats Hope Sunday Obamacare Rallies Can Help Them Regain Momentum,Left
161375,"Democrats Try To Find A Future Post-Obama With Fault Lines Along Economics, Race",Left
161537,Senate Democrats Block Committee Votes On 2 Trump Nominees,Neutral
161582,Senate Republicans Defy Democrats' Boycott To Advance Trump Nominees,Right
161583,Liberals To Senate Democrats: (Don't) Do Your Jobs,Left
161614,Senate Republicans Bypass Another Boycott By Democrats To Advance EPA Nominee,Right
161626,Senate Democrats In Political Quagmire Over Supreme Court Nomination,Right
161725,Senate Democrats Rally Overnight Against Trump's Education Pick Ahead Of Vote,Left
161893,Will Senate Democrats Work With Trump? The 10 Senators To Watch,Right
162210,Who's Who In The Race For DNC Chair — And Their Plans To Make Democrats Win Again,Left
162317,Democrats Pick Ex-Kentucky Governor To Respond To Trump Speech To Congress,Neutral
162325,Perez Elected As Chairman Of Democratic National Committee,Left
162428,Some Democrats Will Bring Muslim Guests To Trump's Speech,Left
162448,"With Republicans In Charge, Democrats Plan To Redefine Their Mission",Left
162461,"Democratic Response To Trump's Address To Congress, Annotated",Left
162471,"House Democrats Lose Another Bid To Investigate Trump, But Don't Plan To Quit",Right
162476,"Pence Says Speech Showed 'Big Heart,' But Democrats Say Same Old Trump",Right
162492,One Democrat's Hunt For The Hidden Obamacare Replacement Bill,Left
162493,Schumer Says GOP Division Gives Democrats A Chance To Save Obamacare,Left
162591,Can Democrats Turn Activism Into Votes? Special Elections Might Be A Clue,Left
162866,Pelosi Says Democrats Have A Responsibility To Look For Common Ground On Health Law,Neutral
162986,Senate Democrats Lighting The Grill For Gorsuch's Confirmation Hearings,Neutral
162995,Maryland Democrats Aim To 'Build The Pipeline' For Women In Office,Left
163009,Democrats Criticize Supreme Court Nominee Gorsuch As Pro-Business,Left
163010,"Republicans Praise Gorsuch, Democrats Decry Garland Treatment On Day 1 Of Hearings",Right
163437,Democrats Have The Votes To Filibuster Gorsuch And Force 'Nuclear' Senate Showdown,Left
163834,Georgia Democrats See Chance To Send A Message With Special Election Upset,Neutral
164010,Bernie Sanders Defends Campaigning For Anti-Abortion Rights Democrat,Left
164481,'Nothing Less Than Nixonian': Democrats React To Comey Firing,Neutral
164588,At Least 1 Person Dies Of Ebola In Democratic Republic Of The Congo,Neutral
165296,"Trump Calls Democrats 'Obstructionists,' But He's Only Nominated 11 Ambassadors",Right
165571,Trump Looms Over Both Democratic And GOP Primaries For Virginia Governor,Neutral
165602,"Democratic Lawmakers Sue Trump, Handing The President Another Legal Challenge",Left
165756,"Republicans Hold Georgia House Seat, Dashing Democrats' Hopes",Right
165786,Democrats Tie Up The Senate To Protest GOP Health Care Push,Neutral
165798,Democrats Seek Records On Jared Kushner As Administration Tries To Stifle Oversight,Neutral
165808,What The Democratic Loss in Georgia Means For The Midterms,Right
166481,3 Questions Ahead Of Tonight's Democratic Debate,Neutral
166511,"Sanders And Clinton Clash On Guns, Health Care In Democratic Debate ",Neutral
166512,The 4th Democratic Debate In 100 Words (Plus A Vine And 2 Videos),Neutral
167017,Clinton Or Sanders? Young Democrats Weigh In,Left
167093,Democratic Debate: 4 Things To Watch Tonight,Neutral
167184,"In Nevada, Will A Generation Gap Over Democratic Candidates Persist?",Left
167555,Elections 2016: Democratic And Republican Delegate Tracker,Neutral
167600,The Democratic Party Got Crushed During The Obama Presidency. Here's Why,Right
167636,"Clinton, Sanders Get Testy In Democratic Debate In Flint",Right
167637,The 7th Democratic Debate In 100 Words (And 3 Videos),Neutral
167709,Democratic Debate: 3 Things To Watch,Neutral
167886,Republicans Are Far Outstripping Democrats In Primary Turnout,Right
